sample_1	sample_2	plagiarized	reason
"import java.util.Scanner; public class T3 {  public static void main(String[] args) {  Scanner input = new Scanner(System.in); // Prompt the user to enter weight in pounds  System.out.print(""Enter weight in pounds: "");  double weight = input.nextDouble(); // Prompt the user to enter height  System.out.print(""Enter feet: "");  double feet = input.nextDouble();  System.out.print(""Enter inches: "");  double inches = input.nextDouble(); double height = feet * 12 + inches; // Compute BMI  double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); // Display result  System.out.println(""BMI is "" + bmi);  if (bmi < 18.5)  System.out.println(""Underweight"");  else if (bmi < 25)  System.out.println(""Normal"");  else if (bmi < 30)  System.out.println(""Overweight"");  else  System.out.println(""Obese"");  } }"	"import java.util.*; public class L5 { public static double hitBmi(double berat, double tinggi) { return berat * 0.45359237 / ((tinggi * 0.0254) * (tinggi * 0.0254)); } public static void main(String[] args) { Scanner sc = new Scanner(System.in); double berat, inci, tinggi, feet = 0; System.out.print(""Enter weight in pounds: ""); berat = sc.nextDouble(); System.out.print(""Enter feet: ""); feet = sc.nextDouble(); System.out.print(""Enter inches: ""); inci = sc.nextDouble(); tinggi = feet * 12 + inci; System.out.println(""BMI is "" + hitBmi(berat, tinggi)); if (hitBmi(berat, tinggi) < 18.5) { System.out.println(""Underweight""); } else if (hitBmi(berat, tinggi) < 25) { System.out.println(""Normal""); } else if (hitBmi(berat, tinggi) < 30) { System.out.println(""Overweight""); } else { System.out.println(""Obese""); } } }"	True	The two code samples exhibit significant structural and logical similarities, including identical BMI calculation formulas, input methods, and classification thresholds, which are unlikely to occur independently. However, there are also notable differences in variable naming, code organization, and styling, suggesting that if one code was derived from the other, it was modified rather than directly copied.
"import java.util.Scanner; public class T3 {  public static void main(String[] args) {  Scanner input = new Scanner(System.in); // Prompt the user to enter weight in pounds  System.out.print(""Enter weight in pounds: "");  double weight = input.nextDouble(); // Prompt the user to enter height  System.out.print(""Enter feet: "");  double feet = input.nextDouble();  System.out.print(""Enter inches: "");  double inches = input.nextDouble(); double height = feet * 12 + inches; // Compute BMI  double bmi = weight * 0.45359237 / ((height * 0.0254) * (height * 0.0254)); // Display result  System.out.println(""BMI is "" + bmi);  if (bmi < 18.5)  System.out.println(""Underweight"");  else if (bmi < 25)  System.out.println(""Normal"");  else if (bmi < 30)  System.out.println(""Overweight"");  else  System.out.println(""Obese"");  } }"	"import java.util.*; public class L6 { public static double hitBmi(double berat, double tinggi) { return berat * 0.45359237 / ((tinggi * 0.0254) * (tinggi * 0.0254)); } public static void main(String[] args) { Scanner sc = new Scanner(System.in); double berat, inci, tinggi, feet = 0; System.out.print(""Enter weight in pounds: ""); berat = sc.nextDouble(); System.out.print(""Enter feet: ""); feet = sc.nextDouble(); System.out.print(""Enter inches: ""); inci = sc.nextDouble(); tinggi = feet * 12 + inci; System.out.println(""BMI is "" + hitBmi(berat, tinggi)); if (hitBmi(berat, tinggi) < 25 && hitBmi(berat, tinggi) > 18.5) { System.out.println(""Normal""); } else if (hitBmi(berat, tinggi) < 30 && hitBmi(berat, tinggi) > 25) { System.out.println(""Overweight""); } else if (hitBmi(berat, tinggi) > 30) { System.out.println(""Obese""); } else { System.out.println(""Underweight""); } } }"	True	The two code samples share significant structural similarities, including identical input prompts, BMI calculation formulas, and output formats, which strongly suggest that one was derived from the other. However, the second sample shows evidence of modification, such as translated variable names and a reorganized code structure with a separate function for BMI calculation, indicating it's not a direct copy but rather a closely inspired adaptation.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"/* * To change this license header, choose License Headers in Project Properties. * To change this template file, choose Tools | Templates * and open the template in the editor. */ /** * * @author CB6AB3315634A1E4D11B091BA48B60BA 7E51EEA5FA101ED4DADE9AD3A7A072BB 2F809B10D1ABEDBF2EC288F851B3EBBB */ public class T04 {  public static void main(String[] args){ System.out.println(""Miles\tKilometers""); for(int i = 1; i <= 10; i++){  System.out.printf(i + ""\t%.3f"", (i * 1.609));  System.out.println();  } } }"	False	The code samples share the same basic purpose and output format, which is expected given they solve the same problem of converting miles to kilometers. However, they differ significantly in implementation details such as loop structure, variable usage, output formatting, and overall code organization, suggesting they are likely independent solutions rather than a case of direct plagiarism.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"/**  *  * @author 65FBEF05E01FAC390CB3FA073FB3E8CF (452BF208BF901322968557227B8F6EFE010)  */ public class T04 { public static void main(String[] args) { System.out.println(""Miles  Kilometers""); for (int i = 1; i <= 10; i++) { if (i == 10) { System.out.println(i + "" "" + i * 1609); } else { System.out.println(i + ""  "" + i * 1609); } } } }"	False	The code samples share a common purpose of converting miles to kilometers, which is likely due to a shared assignment rather than plagiarism. However, the significant differences in implementation details, such as loop structure, variable usage, formatting, and even errors in calculation, strongly suggest these are independently developed solutions.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"/**  *  * @author CB6AB3315634A1E4D11B091BA48B60BA  */ public class Nomor4_2451041557A22145B3701B0184109CAB013 { /**  * @param args the command line arguments  */ public static void main(String[] args) { System.out.println(""Miles \t Kilometers""); for(int i = 1 ; i<=10;i++){ System.out.println(i+"" \t ""+i*1.069); } } }"	False	The two code samples share a common overall structure and purpose, which is expected given they're solving the same problem of converting miles to kilometers in a tabular format. However, they differ significantly in implementation details such as loop structure, variable naming, formatting choices, and even the conversion factor used, suggesting independent development rather than direct copying.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"public class L1 { public static void main(String[] args) { System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int miles = 1; while (miles <= 10) { System.out.println(miles + ""\t\t"" + miles * 1.609); miles++; } } }"	True	The two code samples are nearly identical in structure, logic, and implementation, with only superficial differences in class names and formatting. The matching content includes specific details like variable names, loop structure, and even the exact conversion factor (1.609), which is highly unlikely to occur independently and strongly indicates direct copying.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"public class L2 { public static void main(String[] args) {  System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); int mil = 1; while (mil <= 10) { System.out.println(mil + ""\t\t"" + mil * 1.609);  mil++; } } }"	True	The code samples exhibit nearly identical structure, logic, and implementation details, including the same output formatting, loop structure, and calculation method. The only significant differences are superficial changes such as class names and variable names, which appear to be minimal alterations to an otherwise copied piece of code.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"public class L3 { public static void main(String[] args) { int mil = 0 ; System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); mil = 1; while (mil <= 10) { System.out.println(mil + ""\t\t"" + mil * 1.609); mil++; } } }"	True	The two code samples exhibit nearly identical structure, logic, and output, with only superficial differences in class names, variable names, and formatting. Such a high degree of similarity, especially in the core implementation and specific details like the conversion factor used, strongly suggests that one sample was derived from the other with only minor alterations, which is indicative of plagiarism.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"public class L4 { public static void print(int mil) { while (mil <= 10) { System.out.println(mil + ""\t\t"" + mil * 1.609); mil++; } } public static void main(String[] args) { int mil = 1 ; System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); print(mil); } }"	True	The two code samples are indeed plagiarized versions of each other because they share the exact same core logic, conversion factor, and output format, with only superficial changes in variable names, method structure, and formatting. The second sample appears to be an attempt to obfuscate the plagiarism by reorganizing the code and changing minor details, but the underlying algorithm and implementation remain fundamentally identical to the first sample.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"public class L5 { public static void print(int mil) { for ( int i = 0 ; i < 10 ; i ++){ System.out.println(mil + ""\t\t"" + mil * 1.609); mil++; } } public static void main(String[] args) { int mil = 1 ; System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); print(mil); } }"	True	These code samples exhibit plagiarism due to their identical output formatting, conversion logic, and specific choices like the range of miles (1-10) and exact conversion factor (1.609). While there are surface-level differences in loop structure and method organization, the core implementation and output are too similar to be coincidental, strongly suggesting that one was derived from the other.
"public class T4 {  public static void main(String[] args) {   System.out.println(""Miles\t\tKilometers"");   System.out.println(""-------------------------------"");   // Use while loop   int miles = 1;   while (miles <= 10) {    System.out.println(miles + ""\t\t"" + miles * 1.609);    miles++;   }  } }"	"public class L6 { public static void print(int mil)  {  for ( int i = 10 ; i > 0 ; i --){ System.out.println(mil + ""\t\t"" + mil * 1.609);  mil++; }  }  public static void main(String[] args) { int mil = 1 ;  System.out.println(""Miles\t\tKilometers""); System.out.println(""-------------------------------""); print(mil); } }"	True	The two code samples are indeed plagiarized, primarily because they share identical core logic, output formatting, and conversion factors, with only superficial differences in loop structure and method organization. The second sample appears to be an attempt to disguise the plagiarism by rearranging code elements and changing variable names, but the fundamental algorithm and output remain the same, indicating that the code was likely copied and then slightly modified.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"import java.util.Scanner; /*  * To change this license header, choose License Headers in Project Properties.  * To change this template file, choose Tools | Templates  * and open the template in the editor.  */ /**  *  * @author CB6AB3315634A1E4D11B091BA48B60BA 7E51EEA5FA101ED4DADE9AD3A7A072BB 2F809B10D1ABEDBF2EC288F851B3EBBB  */ public class T05 { public static void main(String[] args){ Scanner sc = new Scanner(System.in); System.out.print(""Enter an integer: ""); int number = sc.nextInt(); reverse(number); } public static void reverse(int number){ while(number > 0){ System.out.print(number % 10); number /= 10; } System.out.println(); } }"	False	These code samples represent independent implementations of a common, straightforward programming exercise. While they share the same basic algorithm due to the simplicity of the task, the differences in implementation details, coding style, and structure indicate they were likely developed separately by different programmers.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"import java.util.Scanner; /**  *  * @author 65FBEF05E01FAC390CB3FA073FB3E8CF (452BF208BF901322968557227B8F6EFE010)  */ public class T05 { public static void main(String[] args) { Scanner s = new Scanner(System.in); System.out.print(""Enter a integer: ""); int a = s.nextInt(); reverse(a); } public static void reverse(int number) { String temp=String.valueOf(number); for(int i=temp.length();i>0;i--){ System.out.print(temp.charAt(i-1)); } } }"	False	The two code samples have different implementations for the reverse method, with Sample 1 using modulo arithmetic and Sample 2 using string manipulation, indicating distinct approaches to solving the problem. Additionally, the coding styles, variable names, and overall structure differ sufficiently to suggest these are independent solutions rather than a case of direct copying.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"import java.util.Scanner; /**  *  * @author CB6AB3315634A1E4D11B091BA48B60BA  */ public class Nomor5_2451041557A22145B3701B0184109CAB013 { /**  * @param args the command line arguments  */ public static void main(String[] args) { Scanner sc = new Scanner(System.in); System.out.print(""Enter an integer : ""); int number = sc.nextInt(); reverse(number); } public static void reverse(int number){ String strNumber = Integer.toString(number); String temp = """"; for(int i = strNumber.length(); i>0;i--){ temp +=i; } int tempNumber = Integer.parseInt(temp); System.out.println((tempNumber)); } }"	False	The core logic for reversing the number is fundamentally different between the two samples: the first uses a mathematical approach with modulo and division operations, while the second converts the number to a string and reverses it using string manipulation. Additionally, the implementation details, such as the loop structure and variable handling, are distinct enough to suggest independent development rather than copying.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"public class L1 { public static void main(String[] args)  { System.out.print(""Enter an integer: ""); java.util.Scanner input = new java.util.Scanner(System.in); int number = input.nextInt(); reverse(number); } public static void reverse(int number) {  while (number != 0) { int remainder = number % 10; System.out.print(remainder); number = number / 10; } System.out.println(); } }"	True	The code samples are identical in structure, logic, variable names, and even formatting, with only the class names differing (T5 vs L1). Such a high degree of similarity, including identical implementation details and coding style, is extremely unlikely to occur independently and strongly indicates that one code sample was copied from the other or both were copied from a common source.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"public class L2 { public static void main(String[] args)  { System.out.print(""Enter an integer: ""); java.util.Scanner input = new java.util.Scanner(System.in); int nomor = input.nextInt(); balik(nomor); } public static void balik(int nomor) {  while (nomor != 0) { int sisa = nomor % 10; System.out.print(sisa); nomor = nomor / 10; } System.out.println(); } }"	True	The two code samples are nearly identical in structure, logic, and implementation, with only superficial differences in naming conventions for classes, methods, and variables. This level of similarity, where even the algorithm and coding style are exactly the same, strongly indicates that one code sample was copied from the other with minimal alterations to disguise the plagiarism.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"public class L3 { public static void main(String[] args)  { int nomor = 0; System.out.print(""Enter an integer: ""); java.util.Scanner input = new java.util.Scanner(System.in); nomor = input.nextInt(); balik(nomor); } public static void balik(int nomor) { int sisa = 0 ;  while (nomor != 0) { sisa = nomor % 10; System.out.print(sisa); nomor = nomor / 10; } System.out.println(); } }"	True	The two code samples exhibit nearly identical structure, logic, and algorithm for reversing an integer, with only superficial differences in naming conventions and minor implementation details. These similarities, combined with what appear to be deliberate attempts to disguise the code through minimal changes, strongly suggest that the second sample is derived from the first, indicating plagiarism.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"public class L4 { public static void main(String[] args)  { int nomor = 0; System.out.print(""Enter an integer: ""); java.util.Scanner input = new java.util.Scanner(System.in); nomor = input.nextInt(); int sisa = 0 ;  while (nomor != 0) { sisa = nomor % 10; System.out.print(sisa); nomor = nomor / 10; } System.out.println(); } }"	True	The two code samples exhibit nearly identical logic, structure, and functionality for reversing an integer, including the same approach to input, digit extraction, and output. Despite minor differences in variable names and method organization, the core algorithm and even some verbatim code segments are so similar that it strongly suggests one sample was derived from the other or both from a common source, indicating likely plagiarism.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"public class L5 { public static void main(String[] args)  { int nomor, sisa = 0; System.out.print(""Enter an integer: ""); java.util.Scanner input = new java.util.Scanner(System.in); nomor = input.nextInt(); while (nomor!=0) { sisa = nomor % 10; System.out.print(sisa); nomor = nomor / 10; } System.out.println(); } }"	True	The two code samples share identical core logic for reversing a number, including the same algorithm structure and even identical lines of code for user input. While there are minor differences in variable names and method organization, the overwhelming similarities in implementation and problem-solving approach strongly indicate that one sample was derived from the other or both came from a common source.
"public class T5 {  public static void main(String[] args) {   System.out.print(""Enter an integer: "");   java.util.Scanner input = new java.util.Scanner(System.in);   int number = input.nextInt();   reverse(number);  }  public static void reverse(int number) {   while (number != 0) {    int remainder = number % 10;    System.out.print(remainder);    number = number / 10;   }   System.out.println();  } }"	"public class L6_fix { public static void main(String[] args)  { int nomor, sisa = 0; System.out.print(""Enter an integer: "");  java.util.Scanner input = new java.util.Scanner(System.in); nomor = input.nextInt(); while (nomor!=0) { if (nomor!=0){ sisa = nomor % 10; System.out.print(sisa); nomor = nomor / 10;} } System.out.println(); } }"	True	"The code samples exhibit plagiarism due to their identical input prompts, use of the full ""java.util.Scanner"" class name, and fundamentally identical logic for reversing integers using modulo and division operations. While superficial changes were made in variable names and method structure, the core implementation remains essentially the same, suggesting that the second sample (L6_fix) is a modified version of the first (T5) with attempts to disguise the copying."
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"import java.util.Scanner; /*  * To change this license header, choose License Headers in Project Properties.  * To change this template file, choose Tools | Templates  * and open the template in the editor.  */ /**  *  * @author CB6AB3315634A1E4D11B091BA48B60BA 7E51EEA5FA101ED4DADE9AD3A7A072BB 2F809B10D1ABEDBF2EC288F851B3EBBB  */ public class T06 { public static void main(String[] args){ Scanner sc = new Scanner(System.in); int[] input = new int[10]; for(int i = 0; i < input.length; i++){ System.out.print(""Read a number: ""); input[i] = sc.nextInt(); } for(int i = 9; i >= 0; i--){ System.out.println(input[i]); } } }"	False	Upon closer examination, these code samples are not instances of plagiarism, but rather independent solutions to a common programming problem. The similarities can be attributed to standard Java syntax, typical beginner coding patterns, and likely shared problem specifications, while the differences in implementation details and structure indicate distinct authorship.
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"import java.util.Scanner; /**  *  * @author 65FBEF05E01FAC390CB3FA073FB3E8CF (452BF208BF901322968557227B8F6EFE010)  */ public class T06 { public static void main(String[] args) { Scanner s = new Scanner(System.in); int[] a=new int[10]; for(int i=0;i<10;i++){ System.out.print(""Read a number: ""); a[i]=s.nextInt(); } for(int i=9;i>=0;i--){ System.out.println(a[i]); } } }"	False	Basic programming exercises often lead to similar solutions, especially when dealing with fundamental concepts like array manipulation and input/output operations in Java. The similarities between these two code samples are more likely due to the nature of the problem and the constraints of the Java language, rather than plagiarism, as both implement a common beginner's task of reading and reversing a fixed number of inputs using standard programming constructs.
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"import java.util.Scanner; /**  *  * @author CB6AB3315634A1E4D11B091BA48B60BA  */ public class Nomor6_2451041557A22145B3701B0184109CAB013 { /**  * @param args the command line arguments  */ public static void main(String[] args) { Scanner sc = new Scanner(System.in); int Array[] = new int[10]; for(int i = 0 ; i<10;i++){ System.out.print(""Read a number: ""); Array[i] = sc.nextInt(); } for(int i = 9 ; i >= 0 ; i--){ System.out.println(Array[i]); } } }"	False	These code samples are not plagiarism because they're solutions to a common beginner programming problem with limited implementation options in Java. The similarities stem from standard Java conventions and the problem's constraints, not from copying. Despite structural parallels, differences in class names, variable naming, and code style indicate independent development by different individuals solving the same basic task.
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"public class L1 { public static void main(String[] args) { java.util.Scanner input = new java.util.Scanner(System.in); int[] num = new int[10]; for (int i = 0; i < 10; i++)  { System.out.print(""Read a number: ""); num[i] = input.nextInt(); } for (int i = 9; i >= 0; i--) { System.out.println(num[i]); } } }"	True	The code samples are nearly identical in structure, logic, and functionality, with only trivial differences in class names and formatting. Such a high degree of similarity, especially in variable names, loop structures, and even the specific input prompt wording, is extremely unlikely to occur independently and strongly indicates that one code sample was directly copied from the other with minimal alterations.
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"public class L2_6 { public static void main(String[] args) { java.util.Scanner sc = new java.util.Scanner(System.in); int[] angka = new int[10]; for (int i = 0; i < 10; i++)  { System.out.print(""Read a number: ""); angka[i] = sc.nextInt(); } for (int i = 9; i >= 0; i--) { System.out.println(angka[i]); } } }"	True	The code samples exhibit nearly identical structure, logic, and implementation, including the same array size, input method, loop structures, and even the same input prompt. While variable and class names differ slightly, these minor changes are insufficient to disguise the overwhelming similarities in the core functionality and coding approach, strongly suggesting that one sample was derived from the other or both from a common source.
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"import java.util.*; public class L3 { public static void main(String[] args) { int[] angka = new int[10]; Scanner sc = new java.util.Scanner(System.in); for (int i = 0; i < 10; i++)  { System.out.print(""Read a number: ""); angka[i] = sc.nextInt(); } for (int i = 9; i >= 0; i--) { System.out.println(angka[i]); } } }"	True	The two code samples exhibit identical logic, structure, and functionality, with only superficial differences in variable names and minor formatting. The level of similarity in the implementation details, including the exact loop structures and output logic, strongly suggests that one code sample was derived from the other with minimal alterations, rather than being independently developed.
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"import java.util.*; public class L4 { public static void print (int [] arr) { for (int i = 9; i >= 0; i--) { System.out.println(arr[i]); } } public static void main(String[] args) { int[] angka = new int[10]; Scanner sc = new java.util.Scanner(System.in); for (int i = 0; i < 10; i++)  { System.out.print(""Read a number: ""); angka[i] = sc.nextInt(); }  print(angka); } }"	True	The two code samples share identical core logic, including the exact same user prompt and reverse array printing mechanism, which is unlikely to occur independently. While there are minor differences in structure and naming, these appear to be surface-level changes that don't alter the fundamental approach, suggesting one solution was likely derived from or heavily influenced by the other.
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"import java.util.*; public class L5 { public static void print(int[] arr) { int i = 9; while (i >= 0) { System.out.println(arr[i]); i--; } } public static void main(String[] args) { int[] angka = new int[10]; Scanner sc = new java.util.Scanner(System.in); int i = 0; while (i != 10) { System.out.print(""Read a number: ""); angka[i] = sc.nextInt(); i++; } print(angka); } }"	True	"These code samples exhibit clear signs of plagiarism due to their identical core logic, specific implementation choices, and the use of the exact same unique input prompt ""Read a number: "". While there are superficial differences in loop structures and method organization, these appear to be attempts to disguise the copying rather than indications of independent work."
"public class T6 {  public static void main(String[] args) {   java.util.Scanner input = new java.util.Scanner(System.in);   int[] num = new int[10];   for (int i = 0; i < 10; i++) {    // Read a number    System.out.print(""Read a number: "");    num[i] = input.nextInt();   }   // Display the array   for (int i = 9; i >= 0; i--) {    System.out.println(num[i]);   }  } }"	"import java.util.*; public class L6 { public static void print(int[] arr) { int i = 9; int j = 0; while (j < 10) { System.out.println(arr[i]); i--; j++; } } public static void main(String[] args) { int[] angka = new int[10]; Scanner sc = new java.util.Scanner(System.in); int i = 0; while (i != 10) { System.out.print(""Read a number: ""); angka[i] = sc.nextInt(); i++; } print(angka); } }"	True	The two code samples exhibit clear signs of plagiarism due to their nearly identical structure, logic, and even specific text elements like the input prompt. While Sample 2 attempts to disguise the copying through superficial changes such as different loop types and method organization, the core solution remains fundamentally the same, indicating that one was derived from the other or both from a common source.
"import java.util.Scanner; public class T7 {  public static void main(String[] args) {   Scanner input = new Scanner(System.in);   System.out.print(""Enter a 4 by 4 matrix row by row: "");   double[][] m = new double[4][4];   for (int i = 0; i < 4; i++)    for (int j = 0; j < 4; j++)     m[i][j] = input.nextDouble();   System.out.print(""Sum of the elements in the major diagonal is "" + sumMajorDiagonal(m));  }  public static double sumMajorDiagonal(double[][] m) {   double sum = 0;   for (int i = 0; i < m.length; i++)    sum += m[i][i];   return sum;  } }"	"import java.util.Scanner; /*  * To change this license header, choose License Headers in Project Properties.  * To change this template file, choose Tools | Templates  * and open the template in the editor.  */ /**  *  * @author CB6AB3315634A1E4D11B091BA48B60BA 7E51EEA5FA101ED4DADE9AD3A7A072BB 2F809B10D1ABEDBF2EC288F851B3EBBB  */ public class T07 { public static void main(String[] args){ Scanner sc = new Scanner(System.in); double[][] m = new double[4][4]; System.out.println(""Enter a 4-by-4 matrix row by row: ""); for(int i = 0; i < m.length; i++){ for(int j = 0; j < m[0].length; j++){ m[i][j] = sc.nextDouble(); } } System.out.println(""Sum of the elements in the major diagonal is "" + sumMajorDiagonal(m)); } public static double sumMajorDiagonal(double[][] m){ double sum = 0; for(int i = 0; i < m.length; i++){ sum += m[i][i]; } return sum; } }"	False	While the code samples share similarities due to addressing the same problem (summing the major diagonal of a 4x4 matrix), they exhibit differences in implementation details, coding style, and variable naming conventions that suggest independent development rather than direct plagiarism.
